Jan 13 10:21:41.354 INFO node constructed, self.uid: 17
Jan 13 10:21:48.929 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 17
Jan 13 10:21:54.833 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 17
Jan 13 10:21:56.737 INFO update_trustworthiness_with, trustworthiness after this call: 0.735062616499405, self.uid: 17
Jan 13 10:21:59.433 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 17
Jan 13 10:22:04.163 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 17
Jan 13 10:22:06.161 INFO update_trustworthiness_with, trustworthiness after this call: 0.6158052856016949, self.uid: 17
Jan 13 10:22:08.739 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 17
Jan 13 10:22:14.038 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 17
Jan 13 10:22:14.785 INFO update_trustworthiness_with, trustworthiness after this call: 0.5746429839849643, self.uid: 17
Jan 13 10:22:17.340 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 17
