Jan 13 09:56:43.748 INFO node constructed, self.uid: 22
Jan 13 09:57:08.124 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 22
Jan 13 09:57:12.569 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 22
Jan 13 09:57:18.970 INFO update_trustworthiness_with, trustworthiness after this call: 0.6780691341381048, self.uid: 22
Jan 13 09:57:37.972 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 22
Jan 13 09:57:41.554 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 22
Jan 13 09:57:48.029 INFO update_trustworthiness_with, trustworthiness after this call: 0.5850842904195995, self.uid: 22
Jan 13 09:58:07.067 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 22
Jan 13 09:58:11.809 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 22
Jan 13 09:58:16.328 INFO update_trustworthiness_with, trustworthiness after this call: 0.5463162182815529, self.uid: 22
Jan 13 09:58:35.393 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 22
Jan 13 09:58:41.402 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 22
Jan 13 09:58:43.639 INFO update_trustworthiness_with, trustworthiness after this call: 0.5312380562826399, self.uid: 22
Jan 13 09:59:02.605 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 22
Jan 13 09:59:07.776 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 22
Jan 13 09:59:10.342 INFO update_trustworthiness_with, trustworthiness after this call: 0.5257518446208437, self.uid: 22
Jan 13 09:59:29.350 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 22
Jan 13 09:59:35.313 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 22
Jan 13 09:59:36.505 INFO update_trustworthiness_with, trustworthiness after this call: 0.5238619915842828, self.uid: 22
