Jan 13 09:56:43.748 INFO node constructed, self.uid: 20
Jan 13 09:57:04.008 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 20
Jan 13 09:57:11.726 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 20
Jan 13 09:57:18.965 INFO update_trustworthiness_with, trustworthiness after this call: 0.6774425606627645, self.uid: 20
Jan 13 09:57:33.927 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 20
Jan 13 09:57:42.414 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 20
Jan 13 09:57:48.025 INFO update_trustworthiness_with, trustworthiness after this call: 0.5902980632345194, self.uid: 20
Jan 13 09:58:03.029 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 20
Jan 13 09:58:10.161 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 20
Jan 13 09:58:16.324 INFO update_trustworthiness_with, trustworthiness after this call: 0.5540699494489688, self.uid: 20
Jan 13 09:58:31.272 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 20
Jan 13 09:58:58.543 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 20
Jan 13 09:59:25.278 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 20
