Jan 13 09:56:43.767 INFO node constructed, self.uid: 44
Jan 13 09:57:04.804 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 44
Jan 13 09:57:13.956 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 44
Jan 13 09:57:18.966 INFO update_trustworthiness_with, trustworthiness after this call: 0.6173437832368097, self.uid: 44
Jan 13 09:57:34.730 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 44
Jan 13 09:57:44.341 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 44
Jan 13 09:57:48.026 INFO update_trustworthiness_with, trustworthiness after this call: 0.5581007704526193, self.uid: 44
Jan 13 09:58:03.815 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 44
Jan 13 09:58:11.721 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 44
Jan 13 09:58:16.324 INFO update_trustworthiness_with, trustworthiness after this call: 0.5325236573207708, self.uid: 44
Jan 13 09:58:32.072 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 44
Jan 13 09:58:38.492 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 44
Jan 13 09:58:43.636 INFO update_trustworthiness_with, trustworthiness after this call: 0.5191894177494408, self.uid: 44
Jan 13 09:58:59.336 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 44
Jan 13 09:59:07.865 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 44
Jan 13 09:59:10.341 INFO update_trustworthiness_with, trustworthiness after this call: 0.5136747893211548, self.uid: 44
Jan 13 09:59:26.092 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 44
Jan 13 09:59:35.418 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 44
Jan 13 09:59:36.503 INFO update_trustworthiness_with, trustworthiness after this call: 0.5116929631684471, self.uid: 44
