Jan 12 23:08:21.061 INFO node constructed, self.uid: 77
Jan 12 23:10:00.843 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 77
Jan 12 23:10:32.055 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 12 23:10:40.698 INFO update_trustworthiness_with, trustworthiness after this call: 0.6997355701103007, self.uid: 77
Jan 12 23:12:14.522 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 77
Jan 12 23:12:40.041 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 12 23:12:53.327 INFO update_trustworthiness_with, trustworthiness after this call: 0.6169660619200293, self.uid: 77
Jan 12 23:14:26.793 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 77
Jan 12 23:14:52.717 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 12 23:15:05.643 INFO update_trustworthiness_with, trustworthiness after this call: 0.567065331977516, self.uid: 77
Jan 12 23:16:39.374 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 77
Jan 12 23:17:07.326 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 12 23:17:18.155 INFO update_trustworthiness_with, trustworthiness after this call: 0.5383001810693714, self.uid: 77
Jan 12 23:18:51.980 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 77
Jan 12 23:19:13.442 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 12 23:19:30.847 INFO update_trustworthiness_with, trustworthiness after this call: 0.5218591503429145, self.uid: 77
Jan 12 23:21:04.540 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 77
Jan 12 23:21:25.768 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 12 23:21:43.134 INFO update_trustworthiness_with, trustworthiness after this call: 0.5124746595997584, self.uid: 77
Jan 12 23:23:16.844 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 77
Jan 12 23:23:44.035 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 12 23:23:56.366 INFO update_trustworthiness_with, trustworthiness after this call: 0.5071190247908778, self.uid: 77
