Jan 12 23:08:21.092 INFO node constructed, self.uid: 45
Jan 12 23:09:16.100 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 45
Jan 12 23:10:29.146 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 45
Jan 12 23:10:40.678 INFO update_trustworthiness_with, trustworthiness after this call: 0.7933525498453621, self.uid: 45
Jan 12 23:11:30.068 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 45
Jan 12 23:12:38.926 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 45
Jan 12 23:12:53.311 INFO update_trustworthiness_with, trustworthiness after this call: 0.6684752942247689, self.uid: 45
Jan 12 23:13:42.581 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 45
Jan 12 23:14:46.587 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 45
Jan 12 23:15:05.628 INFO update_trustworthiness_with, trustworthiness after this call: 0.5961516452846718, self.uid: 45
Jan 12 23:15:55.122 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 45
Jan 12 23:17:08.295 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 45
Jan 12 23:17:18.140 INFO update_trustworthiness_with, trustworthiness after this call: 0.5548629338581862, self.uid: 45
Jan 12 23:18:07.636 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 45
Jan 12 23:19:14.309 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 45
Jan 12 23:19:30.830 INFO update_trustworthiness_with, trustworthiness after this call: 0.5313065367119821, self.uid: 45
Jan 12 23:20:20.224 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 45
Jan 12 23:21:29.882 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 45
Jan 12 23:21:43.119 INFO update_trustworthiness_with, trustworthiness after this call: 0.5178654030403017, self.uid: 45
Jan 12 23:22:32.624 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 45
Jan 12 23:23:40.615 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 45
Jan 12 23:23:56.350 INFO update_trustworthiness_with, trustworthiness after this call: 0.5101952987624492, self.uid: 45
