Jan 12 23:08:21.099 INFO node constructed, self.uid: 63
Jan 12 23:09:21.768 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 63
Jan 12 23:10:28.705 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 63
Jan 12 23:10:40.680 INFO update_trustworthiness_with, trustworthiness after this call: 0.7507625724173193, self.uid: 63
Jan 12 23:11:35.633 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 63
Jan 12 23:12:32.591 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 63
Jan 12 23:12:53.313 INFO update_trustworthiness_with, trustworthiness after this call: 0.6418737382757579, self.uid: 63
Jan 12 23:13:48.176 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 63
Jan 12 23:14:51.289 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 63
Jan 12 23:15:05.630 INFO update_trustworthiness_with, trustworthiness after this call: 0.5807101717637102, self.uid: 63
Jan 12 23:16:00.753 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 63
Jan 12 23:17:06.886 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 63
Jan 12 23:17:18.142 INFO update_trustworthiness_with, trustworthiness after this call: 0.5460192629995465, self.uid: 63
Jan 12 23:18:13.194 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 63
Jan 12 23:19:13.878 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 63
Jan 12 23:19:30.832 INFO update_trustworthiness_with, trustworthiness after this call: 0.5262561248714476, self.uid: 63
Jan 12 23:20:25.871 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 63
Jan 12 23:21:29.275 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 63
Jan 12 23:21:43.121 INFO update_trustworthiness_with, trustworthiness after this call: 0.5149828840760855, self.uid: 63
Jan 12 23:22:38.232 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 63
Jan 12 23:23:39.749 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 63
Jan 12 23:23:56.352 INFO update_trustworthiness_with, trustworthiness after this call: 0.5085502753745285, self.uid: 63
