Jan 12 22:58:47.606 INFO node constructed, self.uid: 24
Jan 12 22:58:58.752 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 24
Jan 12 22:59:00.914 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 24
Jan 12 22:59:02.906 INFO update_trustworthiness_with, trustworthiness after this call: 0.7317581995194908, self.uid: 24
Jan 12 22:59:08.945 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 24
Jan 12 22:59:10.288 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 24
Jan 12 22:59:13.102 INFO update_trustworthiness_with, trustworthiness after this call: 0.6311762852033782, self.uid: 24
Jan 12 22:59:19.116 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 24
Jan 12 22:59:21.174 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 24
Jan 12 22:59:23.304 INFO update_trustworthiness_with, trustworthiness after this call: 0.5728348846970237, self.uid: 24
Jan 12 22:59:29.356 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 24
Jan 12 22:59:32.091 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 24
Jan 12 22:59:33.512 INFO update_trustworthiness_with, trustworthiness after this call: 0.5403402712222818, self.uid: 24
Jan 12 22:59:39.572 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 24
Jan 12 22:59:41.106 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 24
Jan 12 22:59:43.748 INFO update_trustworthiness_with, trustworthiness after this call: 0.5223319486724256, self.uid: 24
Jan 12 22:59:49.787 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 24
Jan 12 22:59:50.940 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 24
Jan 12 22:59:53.936 INFO update_trustworthiness_with, trustworthiness after this call: 0.512361292486665, self.uid: 24
Jan 12 23:00:00.049 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 24
Jan 12 23:00:01.191 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 24
Jan 12 23:00:04.268 INFO update_trustworthiness_with, trustworthiness after this call: 0.5068420800542174, self.uid: 24
