Jan 12 22:58:47.606 INFO node constructed, self.uid: 39
Jan 12 22:58:58.165 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 39
Jan 12 22:58:59.841 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 39
Jan 12 22:59:02.904 INFO update_trustworthiness_with, trustworthiness after this call: 0.7407389910224647, self.uid: 39
Jan 12 22:59:08.361 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 39
Jan 12 22:59:12.189 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 39
Jan 12 22:59:13.101 INFO update_trustworthiness_with, trustworthiness after this call: 0.6321566805859526, self.uid: 39
Jan 12 22:59:18.537 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 39
Jan 12 22:59:20.916 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 39
Jan 12 22:59:23.303 INFO update_trustworthiness_with, trustworthiness after this call: 0.5728169292376337, self.uid: 39
Jan 12 22:59:28.771 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 39
Jan 12 22:59:32.593 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 39
Jan 12 22:59:33.511 INFO update_trustworthiness_with, trustworthiness after this call: 0.5402284690183274, self.uid: 39
Jan 12 22:59:38.999 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 39
Jan 12 22:59:41.427 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 39
Jan 12 22:59:43.747 INFO update_trustworthiness_with, trustworthiness after this call: 0.5222513975801606, self.uid: 39
Jan 12 22:59:49.196 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 39
Jan 12 22:59:52.572 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 39
Jan 12 22:59:53.934 INFO update_trustworthiness_with, trustworthiness after this call: 0.5123133223654288, self.uid: 39
Jan 12 22:59:59.468 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 39
Jan 12 23:00:02.708 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 39
Jan 12 23:00:04.267 INFO update_trustworthiness_with, trustworthiness after this call: 0.506814914630671, self.uid: 39
