Jan 13 02:04:05.701 INFO node constructed, self.uid: 99
Jan 13 02:04:16.318 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 99
Jan 13 02:06:04.449 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 99
Jan 13 02:06:23.878 INFO update_trustworthiness_with, trustworthiness after this call: 0.6683921515403255, self.uid: 99
Jan 13 02:06:29.512 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 99
Jan 13 02:08:16.303 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 99
Jan 13 02:08:34.069 INFO update_trustworthiness_with, trustworthiness after this call: 0.5921513802237162, self.uid: 99
Jan 13 02:08:39.712 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 99
Jan 13 02:10:29.677 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 99
Jan 13 02:10:40.245 INFO update_trustworthiness_with, trustworthiness after this call: 0.555316177722408, self.uid: 99
Jan 13 02:10:45.861 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 99
Jan 13 02:12:49.038 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 99
