Jan 13 02:04:05.735 INFO node constructed, self.uid: 29
Jan 13 02:05:22.207 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 29
Jan 13 02:06:07.669 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 29
Jan 13 02:06:23.911 INFO update_trustworthiness_with, trustworthiness after this call: 0.7861807589876548, self.uid: 29
Jan 13 02:07:35.205 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 29
Jan 13 02:08:26.790 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 29
Jan 13 02:08:34.093 INFO update_trustworthiness_with, trustworthiness after this call: 0.6576823477633439, self.uid: 29
Jan 13 02:09:45.463 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 29
Jan 13 02:10:34.926 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 29
Jan 13 02:10:40.267 INFO update_trustworthiness_with, trustworthiness after this call: 0.5938408956272848, self.uid: 29
Jan 13 02:11:51.449 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 29
Jan 13 02:12:37.848 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 29
Jan 13 02:12:43.432 INFO update_trustworthiness_with, trustworthiness after this call: 0.5670007073776707, self.uid: 29
Jan 13 02:13:54.821 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 29
