Jan 13 02:04:05.723 INFO node constructed, self.uid: 3
Jan 13 02:04:14.001 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 3
Jan 13 02:06:04.000 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 3
Jan 13 02:06:23.876 INFO update_trustworthiness_with, trustworthiness after this call: 0.755415153575774, self.uid: 3
Jan 13 02:06:27.220 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 3
Jan 13 02:08:17.726 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 3
Jan 13 02:08:34.067 INFO update_trustworthiness_with, trustworthiness after this call: 0.6417067221859518, self.uid: 3
Jan 13 02:08:37.398 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 3
Jan 13 02:10:26.815 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 3
Jan 13 02:10:40.244 INFO update_trustworthiness_with, trustworthiness after this call: 0.5826676449098104, self.uid: 3
Jan 13 02:10:43.557 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 3
Jan 13 02:12:46.756 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 3
