Jan 13 02:04:05.716 INFO node constructed, self.uid: 38
Jan 13 02:05:27.403 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 38
Jan 13 02:06:09.127 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 38
Jan 13 02:06:23.913 INFO update_trustworthiness_with, trustworthiness after this call: 0.6350040251818762, self.uid: 38
Jan 13 02:07:40.406 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 38
Jan 13 02:08:27.924 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 38
Jan 13 02:08:34.095 INFO update_trustworthiness_with, trustworthiness after this call: 0.5757755353634796, self.uid: 38
Jan 13 02:09:50.641 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 38
Jan 13 02:10:29.226 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 38
Jan 13 02:10:40.269 INFO update_trustworthiness_with, trustworthiness after this call: 0.5461615371256577, self.uid: 38
Jan 13 02:11:56.653 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 38
Jan 13 02:12:34.394 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 38
Jan 13 02:12:43.434 INFO update_trustworthiness_with, trustworthiness after this call: 0.5335782665406866, self.uid: 38
Jan 13 02:14:00.001 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 38
