Jan 13 02:04:05.728 INFO node constructed, self.uid: 15
Jan 13 02:05:08.805 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 15
Jan 13 02:06:03.716 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 15
Jan 13 02:06:23.905 INFO update_trustworthiness_with, trustworthiness after this call: 0.748892487843054, self.uid: 15
Jan 13 02:07:21.841 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 15
Jan 13 02:08:22.043 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 15
Jan 13 02:08:34.089 INFO update_trustworthiness_with, trustworthiness after this call: 0.6363384170878482, self.uid: 15
Jan 13 02:09:32.034 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 15
Jan 13 02:10:33.949 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 15
Jan 13 02:10:40.263 INFO update_trustworthiness_with, trustworthiness after this call: 0.5812154026180986, self.uid: 15
Jan 13 02:11:38.138 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 15
Jan 13 02:12:37.563 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 15
Jan 13 02:12:43.428 INFO update_trustworthiness_with, trustworthiness after this call: 0.5573556499905685, self.uid: 15
Jan 13 02:13:41.482 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 15
Jan 13 02:14:38.663 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 15
Jan 13 02:14:44.502 INFO update_trustworthiness_with, trustworthiness after this call: 0.5488422111094813, self.uid: 15
