Jan 13 02:04:05.738 INFO node constructed, self.uid: 12
Jan 13 02:05:49.237 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 12
Jan 13 02:06:11.730 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 12
Jan 13 02:06:23.924 INFO update_trustworthiness_with, trustworthiness after this call: 0.7844498079633556, self.uid: 12
Jan 13 02:08:02.150 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 12
Jan 13 02:08:17.446 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 12
Jan 13 02:08:34.102 INFO update_trustworthiness_with, trustworthiness after this call: 0.6562075494554267, self.uid: 12
Jan 13 02:10:12.352 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 12
Jan 13 02:10:29.809 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 12
Jan 13 02:10:40.275 INFO update_trustworthiness_with, trustworthiness after this call: 0.5946092767957908, self.uid: 12
Jan 13 02:12:18.491 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 12
Jan 13 02:12:38.144 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 12
Jan 13 02:12:43.439 INFO update_trustworthiness_with, trustworthiness after this call: 0.5677265822086928, self.uid: 12
Jan 13 02:14:21.684 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 12
Jan 13 02:14:38.377 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 12
Jan 13 02:14:44.509 INFO update_trustworthiness_with, trustworthiness after this call: 0.5580349161418878, self.uid: 12
