Jan 13 10:15:37.834 INFO node constructed, self.uid: 1
Jan 13 10:16:02.957 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 1
Jan 13 10:16:09.709 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 1
Jan 13 10:16:14.404 INFO update_trustworthiness_with, trustworthiness after this call: 0.710748845957765, self.uid: 1
Jan 13 10:16:34.125 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 1
Jan 13 10:16:37.715 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 1
Jan 13 10:16:43.173 INFO update_trustworthiness_with, trustworthiness after this call: 0.6136929288484301, self.uid: 1
Jan 13 10:17:02.940 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 1
Jan 13 10:17:08.434 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 1
Jan 13 10:17:09.677 INFO update_trustworthiness_with, trustworthiness after this call: 0.5726233642034706, self.uid: 1
Jan 13 10:17:29.392 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 1
