Jan 12 23:37:08.640 INFO node constructed, self.uid: 3
Jan 12 23:38:09.712 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 3
Jan 12 23:39:08.574 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 3
Jan 12 23:39:26.804 INFO update_trustworthiness_with, trustworthiness after this call: 0.6951797543980187, self.uid: 3
Jan 12 23:40:22.564 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 3
Jan 12 23:41:22.570 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 3
Jan 12 23:41:39.119 INFO update_trustworthiness_with, trustworthiness after this call: 0.6023693272430957, self.uid: 3
Jan 12 23:42:34.830 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 3
Jan 12 23:43:33.278 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 3
Jan 12 23:43:49.724 INFO update_trustworthiness_with, trustworthiness after this call: 0.5579943078754721, self.uid: 3
Jan 12 23:44:45.340 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 3
Jan 12 23:45:48.715 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 3
Jan 12 23:45:58.785 INFO update_trustworthiness_with, trustworthiness after this call: 0.5343915297142974, self.uid: 3
Jan 12 23:46:54.423 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 3
Jan 12 23:47:54.061 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 3
Jan 12 23:48:05.706 INFO update_trustworthiness_with, trustworthiness after this call: 0.5224686842055122, self.uid: 3
Jan 12 23:49:01.302 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 3
Jan 12 23:49:58.604 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 3
Jan 12 23:50:11.933 INFO update_trustworthiness_with, trustworthiness after this call: 0.5167566917741262, self.uid: 3
