Jan 12 23:37:08.645 INFO node constructed, self.uid: 88
Jan 12 23:38:18.234 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 88
Jan 12 23:39:08.307 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 88
Jan 12 23:39:26.808 INFO update_trustworthiness_with, trustworthiness after this call: 0.8023974411849587, self.uid: 88
Jan 12 23:40:31.064 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 88
Jan 12 23:41:24.540 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 88
Jan 12 23:41:39.123 INFO update_trustworthiness_with, trustworthiness after this call: 0.6735436762804118, self.uid: 88
Jan 12 23:42:43.315 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 88
Jan 12 23:43:32.004 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 88
Jan 12 23:43:49.727 INFO update_trustworthiness_with, trustworthiness after this call: 0.599389730856301, self.uid: 88
Jan 12 23:44:53.864 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 88
Jan 12 23:45:48.004 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 88
Jan 12 23:45:58.787 INFO update_trustworthiness_with, trustworthiness after this call: 0.5592365875792752, self.uid: 88
Jan 12 23:47:02.927 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 88
Jan 12 23:47:50.089 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 88
Jan 12 23:48:05.708 INFO update_trustworthiness_with, trustworthiness after this call: 0.5387754384220436, self.uid: 88
Jan 12 23:49:09.784 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 88
Jan 12 23:50:04.164 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 88
Jan 12 23:50:11.935 INFO update_trustworthiness_with, trustworthiness after this call: 0.5288954868464857, self.uid: 88
