Jan 12 23:37:08.645 INFO node constructed, self.uid: 48
Jan 12 23:38:54.973 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 48
Jan 12 23:39:07.591 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 48
Jan 12 23:39:26.825 INFO update_trustworthiness_with, trustworthiness after this call: 0.7853328757307868, self.uid: 48
Jan 12 23:41:07.518 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 48
Jan 12 23:41:30.627 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 48
Jan 12 23:41:39.136 INFO update_trustworthiness_with, trustworthiness after this call: 0.666240503571284, self.uid: 48
Jan 12 23:43:19.873 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 48
Jan 12 23:45:30.408 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 48
Jan 12 23:47:39.336 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 48
Jan 12 23:49:46.206 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 48
