Jan 12 23:37:08.629 INFO node constructed, self.uid: 90
Jan 12 23:37:39.646 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 90
Jan 12 23:39:12.511 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 90
Jan 12 23:39:26.789 INFO update_trustworthiness_with, trustworthiness after this call: 0.6585035339460341, self.uid: 90
Jan 12 23:39:52.663 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 90
Jan 12 23:41:22.002 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 90
Jan 12 23:41:39.108 INFO update_trustworthiness_with, trustworthiness after this call: 0.5821609231270432, self.uid: 90
Jan 12 23:42:04.938 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 90
Jan 12 23:43:39.886 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 90
Jan 12 23:43:49.713 INFO update_trustworthiness_with, trustworthiness after this call: 0.5461268880286264, self.uid: 90
Jan 12 23:44:15.471 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 90
Jan 12 23:45:44.144 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 90
Jan 12 23:45:58.774 INFO update_trustworthiness_with, trustworthiness after this call: 0.5271520478203405, self.uid: 90
Jan 12 23:46:24.571 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 90
Jan 12 23:48:31.507 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 90
