Jan 13 01:21:41.393 INFO node constructed, self.uid: 84
Jan 13 01:23:09.612 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 84
Jan 13 01:23:49.866 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 84
Jan 13 01:23:59.281 INFO update_trustworthiness_with, trustworthiness after this call: 0.79759439589196, self.uid: 84
Jan 13 01:25:22.180 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 84
Jan 13 01:26:01.011 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 84
Jan 13 01:26:08.423 INFO update_trustworthiness_with, trustworthiness after this call: 0.6732913283153162, self.uid: 84
Jan 13 01:27:31.341 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 84
Jan 13 01:28:01.402 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 84
Jan 13 01:28:14.812 INFO update_trustworthiness_with, trustworthiness after this call: 0.6063946409850318, self.uid: 84
Jan 13 01:29:37.803 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 84
Jan 13 01:30:12.362 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 84
Jan 13 01:30:20.187 INFO update_trustworthiness_with, trustworthiness after this call: 0.5760005219250715, self.uid: 84
Jan 13 01:31:43.298 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 84
Jan 13 01:32:19.602 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 84
Jan 13 01:32:23.275 INFO update_trustworthiness_with, trustworthiness after this call: 0.5625566205519381, self.uid: 84
Jan 13 01:33:46.303 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 84
Jan 13 01:34:16.698 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 84
Jan 13 01:34:25.284 INFO update_trustworthiness_with, trustworthiness after this call: 0.5574486498850189, self.uid: 84
