Jan 13 01:21:41.419 INFO node constructed, self.uid: 62
Jan 13 01:23:26.236 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 62
Jan 13 01:23:40.359 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 62
Jan 13 01:23:59.289 INFO update_trustworthiness_with, trustworthiness after this call: 0.7611151330843171, self.uid: 62
Jan 13 01:25:38.718 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 62
Jan 13 01:26:00.873 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 62
Jan 13 01:26:08.428 INFO update_trustworthiness_with, trustworthiness after this call: 0.6489521914373713, self.uid: 62
Jan 13 01:27:47.899 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 62
Jan 13 01:28:03.125 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 62
Jan 13 01:28:14.816 INFO update_trustworthiness_with, trustworthiness after this call: 0.5901339279671491, self.uid: 62
Jan 13 01:29:54.414 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 62
Jan 13 01:31:59.881 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 62
Jan 13 01:34:02.860 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 62
