Jan 13 01:21:41.404 INFO node constructed, self.uid: 15
Jan 13 01:23:03.412 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 15
Jan 13 01:23:39.789 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 15
Jan 13 01:23:59.278 INFO update_trustworthiness_with, trustworthiness after this call: 0.7601759681997526, self.uid: 15
Jan 13 01:25:15.986 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 15
Jan 13 01:25:51.801 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 15
Jan 13 01:26:08.421 INFO update_trustworthiness_with, trustworthiness after this call: 0.6549849571701442, self.uid: 15
Jan 13 01:27:25.122 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 15
Jan 13 01:28:00.574 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 15
Jan 13 01:28:14.809 INFO update_trustworthiness_with, trustworthiness after this call: 0.5973508996346867, self.uid: 15
Jan 13 01:29:31.577 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 15
Jan 13 01:30:12.082 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 15
Jan 13 01:30:20.185 INFO update_trustworthiness_with, trustworthiness after this call: 0.5698463406575225, self.uid: 15
Jan 13 01:31:37.103 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 15
Jan 13 01:32:18.449 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 15
Jan 13 01:32:23.273 INFO update_trustworthiness_with, trustworthiness after this call: 0.5576111454451443, self.uid: 15
Jan 13 01:33:40.111 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 15
Jan 13 01:34:19.118 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 15
Jan 13 01:34:25.282 INFO update_trustworthiness_with, trustworthiness after this call: 0.5529793517460752, self.uid: 15
