Jan 13 01:21:41.388 INFO node constructed, self.uid: 51
Jan 13 01:23:28.197 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 51
Jan 13 01:23:51.585 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 51
Jan 13 01:23:59.290 INFO update_trustworthiness_with, trustworthiness after this call: 0.7392127870931049, self.uid: 51
Jan 13 01:25:40.657 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 51
Jan 13 01:25:51.219 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 51
Jan 13 01:26:08.429 INFO update_trustworthiness_with, trustworthiness after this call: 0.6335457565507031, self.uid: 51
Jan 13 01:27:49.792 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 51
Jan 13 01:27:59.608 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 51
Jan 13 01:28:14.816 INFO update_trustworthiness_with, trustworthiness after this call: 0.5818619125672859, self.uid: 51
Jan 13 01:29:56.320 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 51
Jan 13 01:32:01.799 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 51
Jan 13 01:34:04.767 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 51
