Jan 13 08:58:10.416 INFO node constructed, self.uid: 5
Jan 13 08:58:33.983 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 5
Jan 13 08:59:17.482 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 5
Jan 13 08:59:28.625 INFO update_trustworthiness_with, trustworthiness after this call: 0.692938094035589, self.uid: 5
Jan 13 08:59:47.062 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 5
Jan 13 09:00:30.923 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 5
Jan 13 09:00:38.895 INFO update_trustworthiness_with, trustworthiness after this call: 0.6014750996815712, self.uid: 5
Jan 13 09:00:57.326 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 5
Jan 13 09:01:38.477 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 5
Jan 13 09:01:47.006 INFO update_trustworthiness_with, trustworthiness after this call: 0.5604377721519284, self.uid: 5
Jan 13 09:02:05.439 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 5
Jan 13 09:02:45.773 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 5
Jan 13 09:02:54.633 INFO update_trustworthiness_with, trustworthiness after this call: 0.5435235336402165, self.uid: 5
Jan 13 09:03:13.040 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 5
