Jan 13 09:10:42.586 INFO node constructed, self.uid: 55
Jan 13 09:11:06.884 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 55
Jan 13 09:11:54.903 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 55
Jan 13 09:12:00.919 INFO update_trustworthiness_with, trustworthiness after this call: 0.7033612034655451, self.uid: 55
Jan 13 09:12:20.024 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 55
Jan 13 09:12:59.387 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 55
Jan 13 09:13:11.858 INFO update_trustworthiness_with, trustworthiness after this call: 0.603589997721592, self.uid: 55
Jan 13 09:13:31.005 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 55
Jan 13 09:14:15.180 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 55
Jan 13 09:14:20.856 INFO update_trustworthiness_with, trustworthiness after this call: 0.5564795623328891, self.uid: 55
Jan 13 09:14:39.970 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 55
Jan 13 09:15:47.217 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 55
