Jan 13 09:10:42.582 INFO node constructed, self.uid: 80
Jan 13 09:11:11.232 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 80
Jan 13 09:11:46.725 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 80
Jan 13 09:12:00.921 INFO update_trustworthiness_with, trustworthiness after this call: 0.7232276437919234, self.uid: 80
Jan 13 09:12:24.326 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 80
Jan 13 09:13:07.465 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 80
Jan 13 09:13:11.860 INFO update_trustworthiness_with, trustworthiness after this call: 0.6143035887413493, self.uid: 80
Jan 13 09:13:35.281 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 80
Jan 13 09:14:16.460 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 80
Jan 13 09:14:20.859 INFO update_trustworthiness_with, trustworthiness after this call: 0.562472226372825, self.uid: 80
Jan 13 09:14:44.275 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 80
Jan 13 09:15:26.116 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 80
Jan 13 09:15:28.088 INFO update_trustworthiness_with, trustworthiness after this call: 0.5420902032280612, self.uid: 80
Jan 13 09:15:51.544 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 80
Jan 13 09:16:29.544 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 80
Jan 13 09:16:34.385 INFO update_trustworthiness_with, trustworthiness after this call: 0.5346419383797736, self.uid: 80
