Jan 13 09:18:35.798 INFO node constructed, self.uid: 2
Jan 13 09:19:12.390 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 2
Jan 13 09:19:48.867 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 2
Jan 13 09:19:54.247 INFO update_trustworthiness_with, trustworthiness after this call: 0.724835486060411, self.uid: 2
Jan 13 09:20:25.700 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 2
Jan 13 09:20:59.668 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 2
Jan 13 09:21:06.344 INFO update_trustworthiness_with, trustworthiness after this call: 0.6191554852558626, self.uid: 2
Jan 13 09:21:37.749 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 2
Jan 13 09:22:09.159 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 2
Jan 13 09:22:17.852 INFO update_trustworthiness_with, trustworthiness after this call: 0.5637427428922832, self.uid: 2
Jan 13 09:22:49.307 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 2
Jan 13 09:23:21.148 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 2
Jan 13 09:23:28.989 INFO update_trustworthiness_with, trustworthiness after this call: 0.5367712517855467, self.uid: 2
Jan 13 09:24:00.434 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 2
Jan 13 09:24:31.048 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 2
Jan 13 09:24:39.077 INFO update_trustworthiness_with, trustworthiness after this call: 0.5238593660015574, self.uid: 2
Jan 13 09:25:10.475 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 2
Jan 13 09:25:39.372 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 2
Jan 13 09:25:48.561 INFO update_trustworthiness_with, trustworthiness after this call: 0.518226111729186, self.uid: 2
