Jan 13 09:18:35.824 INFO node constructed, self.uid: 32
Jan 13 09:19:28.303 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 32
Jan 13 09:19:42.630 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 32
Jan 13 09:19:54.258 INFO update_trustworthiness_with, trustworthiness after this call: 0.6843937217470653, self.uid: 32
Jan 13 09:20:41.534 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 32
Jan 13 09:20:57.779 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 32
Jan 13 09:21:06.352 INFO update_trustworthiness_with, trustworthiness after this call: 0.5951897911887741, self.uid: 32
Jan 13 09:21:53.604 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 32
Jan 13 09:22:08.036 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 32
Jan 13 09:22:17.861 INFO update_trustworthiness_with, trustworthiness after this call: 0.5502838663678296, self.uid: 32
Jan 13 09:23:05.142 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 32
Jan 13 09:23:17.811 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 32
Jan 13 09:23:28.997 INFO update_trustworthiness_with, trustworthiness after this call: 0.5286124063311666, self.uid: 32
Jan 13 09:24:16.321 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 32
Jan 13 09:24:27.873 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 32
Jan 13 09:24:39.084 INFO update_trustworthiness_with, trustworthiness after this call: 0.5185222671909544, self.uid: 32
Jan 13 09:25:26.265 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 32
Jan 13 09:25:39.258 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 32
Jan 13 09:25:48.568 INFO update_trustworthiness_with, trustworthiness after this call: 0.5139789259144332, self.uid: 32
