cluster-id,latitude,longitude,latitude-std,longitude-std,report-num,std-sum
1,37.788491035155154,-122.4145322504199,0.006373484013951344,0.009981983768479332,36922.0,0.016355467782430674
0,37.77485227423633,-122.43398493691892,0.0021306173041683793,0.005316659937909765,3012.0,0.007447277242078144
18,37.76006985824748,-122.42031535223384,0.004470254199214676,0.0023155595509515847,2328.0,0.006785813750166261
9,37.76363892652662,-122.43275534351143,0.0031302593916533615,0.0027838872697441164,2096.0,0.005914146661397478
4,37.770346748654866,-122.44827478862399,0.00236408804124791,0.0030588134535680413,1301.0,0.005422901494815951
41,37.78534959251098,-122.4398327533041,0.0022683631031736188,0.0016953049234788603,908.0,0.003963668026652479
2,37.74544444094489,-122.42059500787413,0.0032821078084721224,0.0017211714130334363,635.0,0.005003279221505559
31,37.75155034351145,-122.42954702290076,0.00035678707054267853,0.0016085443199690837,524.0,0.001965331390511762
130,37.768599120000026,-122.4202549333332,0.00047734562865810165,0.00020343555479510853,375.0,0.0006807811834532102
92,37.786703682795654,-122.45207147849457,0.0006502760238540812,0.0013172045123268621,372.0,0.001967480536180943
29,37.78098649595686,-122.47072382749319,0.0007389657578022284,0.002616246829501582,371.0,0.0033552125873038104
24,37.78115489855074,-122.45905788405803,0.0003773939919290227,0.002765937409624881,345.0,0.0031433314015539035
26,37.78216901960779,-122.44988696078423,0.00022065554999939205,0.0006166436745863454,306.0,0.0008372992245857375
40,37.75076392617449,-122.4099461073826,0.0021218357358998075,0.001678995896584695,298.0,0.0038008316324845024
138,37.763723698630116,-122.4656179109589,0.0009312357482563228,0.0010494361531174052,292.0,0.001980671901373728
63,37.74857125435538,-122.41615731707327,0.000232991704526776,0.00033067019329428794,287.0,0.0005636618978210639
22,37.76584390756301,-122.40848071428567,0.0005470413940266976,0.0015893572441925343,238.0,0.002136398638219232
36,37.773164062499994,-122.4186179910715,0.0005412906148347124,0.0005857990441280891,224.0,0.0011270896589628014
28,37.78290138613863,-122.46409316831678,0.00026605288705851537,0.002193540009329692,202.0,0.002459592896388207
326,37.768666321243536,-122.41591222797929,0.00042001418678228963,0.0002551403001397737,193.0,0.0006751544869220633
34,37.78193391304347,-122.4011028804348,0.0003733263753889332,0.0005769714285276293,184.0,0.0009502978039165626
937,37.70190911392405,-122.48653253164568,0.00010145677594123879,0.0001927043103381429,158.0,0.0002941610862793817
276,37.78208993670888,-122.48459367088613,0.00011228658078221318,0.0005552819384063177,158.0,0.0006675685191885309
106,37.78013026845637,-122.48471154362412,0.0003643226708896705,0.0017952180191392274,149.0,0.002159540690028898
128,37.751502937062924,-122.43405286713286,0.0014260883326899219,0.00041273499047897813,143.0,0.0018388233231689
220,37.765781678321666,-122.45002951048949,0.001150536914475665,0.0005534670857699331,143.0,0.001704004000245598
467,37.75555350746269,-122.4689791791045,0.00031170946918178275,0.00015563620829702864,134.0,0.0004673456774788114
93,37.78799217054264,-122.4465294573643,0.000882906210726126,0.0009483417353435008,129.0,0.001831247946069627
23,37.78625283464566,-122.45654433070865,0.0004649080770008611,0.0009606137179709535,127.0,0.0014255217949718146
64,37.77018039999996,-122.4365504,0.0013631080472170105,0.0006153105693653162,125.0,0.001978418616582327
53,37.764634878048774,-122.42655000000002,0.0012759807323266524,0.0005128672214929639,123.0,0.0017888479538196163
198,37.763632457627104,-122.45741144067796,0.000239436433903234,0.000490571401397036,118.0,0.00073000783530027
280,37.758836,-122.4097535652174,0.0009445780641616159,0.00040200417059333766,115.0,0.0013465822347549536
135,37.77283739130433,-122.40633452173917,0.00014262013684154717,0.00011439576944574606,115.0,0.00025701590628729324
96,37.770566228070166,-122.40304605263162,0.001098554472851849,0.0008316149321846913,114.0,0.0019301694050365404
647,37.7784175925926,-122.4953542592593,6.915876858179276e-05,3.850485353141216e-05,108.0,0.00010766362211320492
114,37.748528611111105,-122.42239990740742,0.001555594341047476,0.0005718350447904948,108.0,0.002127429385837971
524,37.743638207547164,-122.40125301886788,9.227079370464988e-05,0.0001201916708220432,106.0,0.00021246246452669308
95,37.761974095238095,-122.41770323809521,0.0006233897645414402,0.0006495331093008636,105.0,0.0012729228738423038
21,37.74309219047619,-122.4747523809524,0.0003566510386501282,0.001019654469954188,105.0,0.0013763055086043162
217,37.76364009708737,-122.47729145631064,0.0002016281529201361,0.0008369299731340614,103.0,0.0010385581260541977
44,37.7823447,-122.447388,0.000749470459523955,0.0002668900579455352,100.0,0.0010163605174694902
232,37.79933912087911,-122.41603527472526,0.0003765358131161079,0.001389135095152311,91.0,0.001765670908268419
389,37.729882359550565,-122.40513146067413,0.0007611892944484259,0.0006878384300151595,89.0,0.0014490277244635853
181,37.71385045977013,-122.43602206896549,0.00010887274464140569,0.0001941237793238952,87.0,0.00030299652396530087
234,37.763824117647076,-122.41711211764705,0.00011980434563219453,8.335372299517317e-05,85.0,0.0002031580686273677
43,37.76883345238096,-122.4074623809524,0.0010128921897549577,0.0007483727230753294,84.0,0.001761264912830287
646,37.73225349397591,-122.40562277108435,0.00020817109364894198,0.00030001346820447044,83.0,0.0005081845618534124
399,37.782031578947354,-122.44283710526311,0.000551470888032783,0.00018743045493868965,76.0,0.0007389013429714727
58,37.779883026315794,-122.42929381578946,0.0001867334623569909,0.0006081621869350936,76.0,0.0007948956492920845
147,37.762486891891896,-122.4302556756757,0.001269985358210523,0.000980742074482835,74.0,0.002250727432693358
80,37.783938472222204,-122.45856930555559,0.0009035838811117114,0.0006072271922993766,72.0,0.001510811073411088
161,37.76901760563381,-122.41318563380287,0.0005017810131040522,0.0003559684271512246,71.0,0.0008577494402552768
845,37.73450571428571,-122.41308871428573,7.149686177033239e-05,6.18769566474294e-05,70.0,0.00013337381841776178
137,37.7656312857143,-122.46451385714286,0.00032678017000024406,0.000637288851889432,70.0,0.0009640690218896761
46,37.77217521739129,-122.4408839130435,0.0004373402521639046,0.0010102987580738918,69.0,0.0014476390102377964
65,37.77485268656717,-122.45402134328359,0.0005260619334674844,0.001059343558198802,67.0,0.0015854054916662865
242,37.768495223880606,-122.43486791044779,0.00016001286130798954,0.00024802576426493776,67.0,0.00040803862557292733
189,37.73509075757577,-122.40450909090909,0.0005678876124040438,0.0002703543388428931,66.0,0.0008382419512469369
86,37.75552833333336,-122.40516227272731,0.00023839581393625197,8.986820186246415e-05,66.0,0.0003282640157987161
81,37.77621609374999,-122.45797078125,0.0010190185399310155,0.0008387600536374961,64.0,0.0018577785935685116
425,37.77846734374999,-122.40984046875003,0.00037733081854941536,0.0006890421916417308,64.0,0.0010663730101911461
91,37.752498253968255,-122.42082285714284,0.001204869876097534,0.00026342305341287107,63.0,0.0014682929295104052
30,37.77928548387096,-122.40173919354841,0.0002669971291022444,0.0003645805961719818,62.0,0.0006315777252742262
576,37.777036499999994,-122.45591350000008,0.00020415036831052623,0.0001889832294597025,60.0,0.00039313359777022876
169,37.748431016949155,-122.40289949152545,8.758631044206741e-05,0.000110803083001831,59.0,0.0001983893934438984
69,37.780488813559316,-122.47753881355933,0.0002935225113022348,0.0006073574325255474,59.0,0.0009008799438277823
379,37.730550517241376,-122.40288172413793,0.0001060854077305794,0.0001235319112310152,58.0,0.0002296173189615946
1172,37.7141248275862,-122.47311224137925,0.00014682895382661545,0.0003213570081365565,58.0,0.00046818596196317197
502,37.7711150877193,-122.46807561403511,0.0004367989191125051,0.0006099795592139152,57.0,0.0010467784783264203
120,37.78356145454544,-122.48458036363634,0.00027236561879853157,0.0006199013172263673,55.0,0.0008922669360248989
56,37.75699109090909,-122.43467963636363,0.000813159527709977,0.00035984031250477444,55.0,0.0011729998402147514
165,37.72042690909091,-122.43810418181816,0.0009004296767070087,0.0006905089129950212,55.0,0.00159093858970203
470,37.786241818181814,-122.44545254545453,0.0007925231411707135,0.0005825589087413127,55.0,0.0013750820499120262
1409,37.73598074074074,-122.44723481481485,4.2641633117866205e-05,3.632872665522304e-05,54.0,7.897035977308925e-05
1281,37.70149296296296,-122.41483759259258,3.69920761346412e-05,4.347782714728345e-05,54.0,8.046990328192466e-05
132,37.756109999999985,-122.41472240740742,0.0006129113943772653,0.0004891846708641023,54.0,0.0011020960652413675
126,37.78030833333333,-122.48003092592593,0.00017826998816194425,0.0005111668801041092,54.0,0.0006894368682660535
125,37.775523018867915,-122.44291999999997,0.0008878660348225659,0.00024330259728367056,53.0,0.0011311686321062364
3,37.77961452830189,-122.42717509433965,0.0005278678667614311,0.0003733508488126426,53.0,0.0009012187155740737
259,37.7336579245283,-122.43401396226412,0.0005507036006168383,0.00031556627746385135,53.0,0.0008662698780806897
186,37.794700192307694,-122.44182076923076,0.0012123749021950715,0.00037775833209485217,52.0,0.0015901332342899237
104,37.71613961538462,-122.44024596153848,0.00026827671943478666,0.0005690420557732114,52.0,0.0008373187752079981
402,37.77739372549019,-122.42677627450982,0.0003097803143153054,0.00024419632089269123,51.0,0.0005539766352079966
644,37.739972941176475,-122.46675019607846,0.0005456456510134709,0.0005941497797560078,51.0,0.0011397954307694786
518,37.73772980392158,-122.40444843137251,0.0004525372479553814,0.00024180465294724795,51.0,0.0006943419009026294
