Jan 13 13:31:44.180 INFO node constructed, self.uid: 10
Jan 13 13:31:50.349 INFO get_dsij_pairs_shares, the number of public keys: 20, self.uid: 10
Jan 13 13:31:50.731 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 96, self.uid: 10
Jan 13 13:31:51.473 INFO update_trustworthiness_with, trustworthiness after this call: 0.7329193394059734, self.uid: 10
Jan 13 13:31:52.646 INFO get_dsij_pairs_shares, the number of public keys: 20, self.uid: 10
Jan 13 13:31:53.045 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 96, self.uid: 10
Jan 13 13:31:53.444 INFO update_trustworthiness_with, trustworthiness after this call: 0.6475492606150098, self.uid: 10
Jan 13 13:31:54.585 INFO get_dsij_pairs_shares, the number of public keys: 20, self.uid: 10
Jan 13 13:31:54.936 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 96, self.uid: 10
Jan 13 13:31:55.230 INFO update_trustworthiness_with, trustworthiness after this call: 0.5996233059964042, self.uid: 10
Jan 13 13:31:56.377 INFO get_dsij_pairs_shares, the number of public keys: 20, self.uid: 10
