Jan 13 13:31:44.181 INFO node constructed, self.uid: 5
Jan 13 13:31:49.248 INFO get_dsij_pairs_shares, the number of public keys: 20, self.uid: 5
Jan 13 13:31:51.063 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 96, self.uid: 5
Jan 13 13:31:51.459 INFO update_trustworthiness_with, trustworthiness after this call: 0.7080001071501605, self.uid: 5
Jan 13 13:31:51.544 INFO get_dsij_pairs_shares, the number of public keys: 20, self.uid: 5
Jan 13 13:31:53.177 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 96, self.uid: 5
Jan 13 13:31:53.434 INFO update_trustworthiness_with, trustworthiness after this call: 0.6372569789675371, self.uid: 5
Jan 13 13:31:53.499 INFO get_dsij_pairs_shares, the number of public keys: 20, self.uid: 5
Jan 13 13:31:55.016 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 96, self.uid: 5
Jan 13 13:31:55.223 INFO update_trustworthiness_with, trustworthiness after this call: 0.5962363708941563, self.uid: 5
Jan 13 13:31:55.292 INFO get_dsij_pairs_shares, the number of public keys: 20, self.uid: 5
Jan 13 13:31:56.766 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 96, self.uid: 5
