Jan 13 13:22:12.734 INFO node constructed, self.uid: 1
Jan 13 13:22:18.348 INFO get_dsij_pairs_shares, the number of public keys: 20, self.uid: 1
Jan 13 13:22:19.672 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 96, self.uid: 1
Jan 13 13:22:19.985 INFO update_trustworthiness_with, trustworthiness after this call: 0.7374879036559426, self.uid: 1
Jan 13 13:22:20.565 INFO get_dsij_pairs_shares, the number of public keys: 20, self.uid: 1
Jan 13 13:22:21.523 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 96, self.uid: 1
Jan 13 13:22:22.127 INFO update_trustworthiness_with, trustworthiness after this call: 0.6328085938826855, self.uid: 1
Jan 13 13:22:22.731 INFO get_dsij_pairs_shares, the number of public keys: 20, self.uid: 1
Jan 13 13:22:23.604 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 96, self.uid: 1
Jan 13 13:22:24.201 INFO update_trustworthiness_with, trustworthiness after this call: 0.5797331703644691, self.uid: 1
Jan 13 13:22:24.812 INFO get_dsij_pairs_shares, the number of public keys: 20, self.uid: 1
Jan 13 13:22:26.723 INFO get_dsij_pairs_shares, the number of public keys: 20, self.uid: 1
Jan 13 13:22:28.557 INFO get_dsij_pairs_shares, the number of public keys: 20, self.uid: 1
