Jan 13 03:01:27.975 INFO node constructed, self.uid: 76
Jan 13 03:02:49.233 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 76
Jan 13 03:03:31.830 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 76
Jan 13 03:03:46.638 INFO update_trustworthiness_with, trustworthiness after this call: 0.6812542025679148, self.uid: 76
Jan 13 03:05:02.673 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 76
Jan 13 03:05:42.048 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 76
Jan 13 03:05:52.480 INFO update_trustworthiness_with, trustworthiness after this call: 0.595539565339257, self.uid: 76
Jan 13 03:07:08.532 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 76
Jan 13 03:07:46.629 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 76
Jan 13 03:07:52.579 INFO update_trustworthiness_with, trustworthiness after this call: 0.5570691748386049, self.uid: 76
Jan 13 03:09:08.447 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 76
Jan 13 03:09:47.876 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 76
