Jan 13 03:01:27.943 INFO node constructed, self.uid: 99
Jan 13 03:01:50.087 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 99
Jan 13 03:03:25.835 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 99
Jan 13 03:03:46.612 INFO update_trustworthiness_with, trustworthiness after this call: 0.6958435579763986, self.uid: 99
Jan 13 03:04:03.671 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 99
Jan 13 03:05:46.242 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 99
Jan 13 03:05:52.461 INFO update_trustworthiness_with, trustworthiness after this call: 0.6010906011642974, self.uid: 99
Jan 13 03:06:09.552 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 99
Jan 13 03:07:45.768 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 99
Jan 13 03:07:52.569 INFO update_trustworthiness_with, trustworthiness after this call: 0.5673578823656567, self.uid: 99
Jan 13 03:08:09.587 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 99
Jan 13 03:09:43.760 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 99
