Jan 13 03:01:27.968 INFO node constructed, self.uid: 14
Jan 13 03:01:54.523 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 14
Jan 13 03:03:38.643 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 14
Jan 13 03:03:46.613 INFO update_trustworthiness_with, trustworthiness after this call: 0.6870993491373583, self.uid: 14
Jan 13 03:04:08.068 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 14
Jan 13 03:05:42.197 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 14
Jan 13 03:05:52.464 INFO update_trustworthiness_with, trustworthiness after this call: 0.5943315534550022, self.uid: 14
Jan 13 03:06:13.957 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 14
Jan 13 03:07:45.480 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 14
Jan 13 03:07:52.570 INFO update_trustworthiness_with, trustworthiness after this call: 0.5618849016542561, self.uid: 14
Jan 13 03:08:13.973 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 14
Jan 13 03:09:44.189 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 14
