Jan 13 03:01:27.954 INFO node constructed, self.uid: 69
Jan 13 03:02:44.954 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 69
Jan 13 03:03:34.723 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 69
Jan 13 03:03:46.636 INFO update_trustworthiness_with, trustworthiness after this call: 0.7861038663607516, self.uid: 69
Jan 13 03:04:58.421 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 69
Jan 13 03:05:40.289 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 69
Jan 13 03:05:52.479 INFO update_trustworthiness_with, trustworthiness after this call: 0.6536736647003144, self.uid: 69
Jan 13 03:07:04.247 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 69
Jan 13 03:07:46.195 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 69
Jan 13 03:07:52.577 INFO update_trustworthiness_with, trustworthiness after this call: 0.5957135206598075, self.uid: 69
Jan 13 03:09:04.200 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 69
Jan 13 03:09:47.569 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 69
