Jan 13 03:01:27.970 INFO node constructed, self.uid: 71
Jan 13 03:02:45.567 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 71
Jan 13 03:03:31.567 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 71
Jan 13 03:03:46.636 INFO update_trustworthiness_with, trustworthiness after this call: 0.7027235990579953, self.uid: 71
Jan 13 03:04:59.039 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 71
Jan 13 03:05:45.099 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 71
Jan 13 03:05:52.479 INFO update_trustworthiness_with, trustworthiness after this call: 0.609675640776532, self.uid: 71
Jan 13 03:07:04.845 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 71
Jan 13 03:07:48.965 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 71
Jan 13 03:07:52.578 INFO update_trustworthiness_with, trustworthiness after this call: 0.5692475480346457, self.uid: 71
Jan 13 03:09:04.797 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 71
Jan 13 03:09:45.286 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 71
