Jan 13 10:24:25.244 INFO node constructed, self.uid: 39
Jan 13 10:24:34.991 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 39
Jan 13 10:24:39.915 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 39
Jan 13 10:24:41.000 INFO update_trustworthiness_with, trustworthiness after this call: 0.6046609650686928, self.uid: 39
Jan 13 10:24:45.573 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 39
Jan 13 10:24:49.334 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 39
Jan 13 10:24:50.834 INFO update_trustworthiness_with, trustworthiness after this call: 0.5352968450681285, self.uid: 39
Jan 13 10:24:55.444 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 39
Jan 13 10:24:59.332 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 39
Jan 13 10:24:59.841 INFO update_trustworthiness_with, trustworthiness after this call: 0.5167700643269154, self.uid: 39
Jan 13 10:25:04.472 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 39
Jan 13 10:25:07.256 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 39
Jan 13 10:25:08.695 INFO update_trustworthiness_with, trustworthiness after this call: 0.5126595666060675, self.uid: 39
Jan 13 10:25:13.256 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 39
Jan 13 10:25:15.658 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 39
