Jan 13 10:24:25.244 INFO node constructed, self.uid: 4
Jan 13 10:24:36.080 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 4
Jan 13 10:24:39.645 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 4
Jan 13 10:24:41.002 INFO update_trustworthiness_with, trustworthiness after this call: 0.7250731877705503, self.uid: 4
Jan 13 10:24:46.632 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 4
Jan 13 10:24:48.581 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 4
Jan 13 10:24:50.837 INFO update_trustworthiness_with, trustworthiness after this call: 0.6224348167380942, self.uid: 4
Jan 13 10:24:56.519 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 4
Jan 13 10:24:59.270 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 4
Jan 13 10:24:59.844 INFO update_trustworthiness_with, trustworthiness after this call: 0.5757722561719841, self.uid: 4
Jan 13 10:25:05.522 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 4
Jan 13 10:25:08.090 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 4
Jan 13 10:25:08.697 INFO update_trustworthiness_with, trustworthiness after this call: 0.5592127164411514, self.uid: 4
Jan 13 10:25:14.326 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 4
