Jan 13 10:08:33.196 INFO node constructed, self.uid: 48
Jan 13 10:08:59.448 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 48
Jan 13 10:09:06.681 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 48
Jan 13 10:09:09.490 INFO update_trustworthiness_with, trustworthiness after this call: 0.7329442547962102, self.uid: 48
Jan 13 10:09:30.569 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 48
Jan 13 10:09:32.734 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 48
Jan 13 10:09:38.792 INFO update_trustworthiness_with, trustworthiness after this call: 0.6292627635097209, self.uid: 48
Jan 13 10:09:59.859 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 48
Jan 13 10:10:04.316 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 48
Jan 13 10:10:06.464 INFO update_trustworthiness_with, trustworthiness after this call: 0.5838423567775258, self.uid: 48
Jan 13 10:10:27.563 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 48
Jan 13 10:10:31.444 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 48
