Jan 13 09:42:52.479 INFO node constructed, self.uid: 45
Jan 13 09:43:17.370 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 45
Jan 13 09:43:22.914 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 45
Jan 13 09:43:27.634 INFO update_trustworthiness_with, trustworthiness after this call: 0.7872715252590381, self.uid: 45
Jan 13 09:43:47.296 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 45
Jan 13 09:43:52.617 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 45
Jan 13 09:43:56.742 INFO update_trustworthiness_with, trustworthiness after this call: 0.6645419470526196, self.uid: 45
Jan 13 09:44:16.413 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 45
Jan 13 09:44:23.023 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 45
Jan 13 09:44:25.333 INFO update_trustworthiness_with, trustworthiness after this call: 0.5987709999049937, self.uid: 45
Jan 13 09:44:45.110 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 45
Jan 13 09:44:52.105 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 45
Jan 13 09:44:53.733 INFO update_trustworthiness_with, trustworthiness after this call: 0.5660269856539913, self.uid: 45
Jan 13 09:45:13.579 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 45
Jan 13 09:45:17.452 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 45
Jan 13 09:45:22.240 INFO update_trustworthiness_with, trustworthiness after this call: 0.5502393334299991, self.uid: 45
Jan 13 09:45:42.007 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 45
Jan 13 09:45:45.312 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 45
Jan 13 09:45:50.329 INFO update_trustworthiness_with, trustworthiness after this call: 0.542660325136032, self.uid: 45
