Jan 13 08:39:55.730 INFO node constructed, self.uid: 18
Jan 13 08:40:33.986 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 18
Jan 13 08:41:00.875 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 18
Jan 13 08:41:14.021 INFO update_trustworthiness_with, trustworthiness after this call: 0.7840929302832401, self.uid: 18
Jan 13 08:41:47.204 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 18
Jan 13 08:42:14.052 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 18
Jan 13 08:42:24.152 INFO update_trustworthiness_with, trustworthiness after this call: 0.6501067133204366, self.uid: 18
Jan 13 08:42:57.508 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 18
Jan 13 08:43:24.276 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 18
Jan 13 08:43:32.657 INFO update_trustworthiness_with, trustworthiness after this call: 0.5897431722193399, self.uid: 18
Jan 13 08:44:05.770 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 18
Jan 13 08:44:35.639 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 18
Jan 13 08:44:40.280 INFO update_trustworthiness_with, trustworthiness after this call: 0.5649555710065813, self.uid: 18
Jan 13 08:45:13.354 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 18
