Jan 13 08:39:55.735 INFO node constructed, self.uid: 12
Jan 13 08:40:46.301 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 12
Jan 13 08:41:00.473 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 12
Jan 13 08:41:14.029 INFO update_trustworthiness_with, trustworthiness after this call: 0.7331240915768018, self.uid: 12
Jan 13 08:41:59.537 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 12
Jan 13 08:42:21.217 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 12
Jan 13 08:42:24.157 INFO update_trustworthiness_with, trustworthiness after this call: 0.6244033298026582, self.uid: 12
Jan 13 08:43:09.802 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 12
Jan 13 08:43:27.628 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 12
Jan 13 08:43:32.663 INFO update_trustworthiness_with, trustworthiness after this call: 0.5758231694311188, self.uid: 12
Jan 13 08:44:18.136 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 12
Jan 13 08:44:32.198 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 12
Jan 13 08:44:40.286 INFO update_trustworthiness_with, trustworthiness after this call: 0.5561125494011822, self.uid: 12
Jan 13 08:45:25.726 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 12
Jan 13 08:45:39.626 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 12
Jan 13 08:45:46.066 INFO update_trustworthiness_with, trustworthiness after this call: 0.548399264081351, self.uid: 12
