Jan 13 09:27:29.766 INFO node constructed, self.uid: 2
Jan 13 09:27:50.077 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 2
Jan 13 09:28:38.248 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 2
Jan 13 09:28:48.035 INFO update_trustworthiness_with, trustworthiness after this call: 0.7182937372750191, self.uid: 2
Jan 13 09:29:03.255 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 2
Jan 13 09:29:48.144 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 2
Jan 13 09:30:00.845 INFO update_trustworthiness_with, trustworthiness after this call: 0.6119046947409088, self.uid: 2
Jan 13 09:30:16.088 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 2
Jan 13 09:31:01.208 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 2
Jan 13 09:31:13.878 INFO update_trustworthiness_with, trustworthiness after this call: 0.5599070853076628, self.uid: 2
Jan 13 09:31:29.085 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 2
Jan 13 09:32:16.756 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 2
Jan 13 09:32:27.164 INFO update_trustworthiness_with, trustworthiness after this call: 0.5323521732532697, self.uid: 2
Jan 13 09:32:42.327 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 2
Jan 13 09:33:26.107 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 2
Jan 13 09:33:40.108 INFO update_trustworthiness_with, trustworthiness after this call: 0.5175019557810827, self.uid: 2
Jan 13 09:33:55.298 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 2
Jan 13 09:34:47.542 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 2
Jan 13 09:34:53.017 INFO update_trustworthiness_with, trustworthiness after this call: 0.5094718333792128, self.uid: 2
Jan 13 09:35:08.295 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 2
Jan 13 09:35:54.136 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 2
Jan 13 09:36:05.849 INFO update_trustworthiness_with, trustworthiness after this call: 0.5051264886168052, self.uid: 2
