Jan 13 09:27:29.751 INFO node constructed, self.uid: 77
Jan 13 09:27:51.992 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 77
Jan 13 09:28:40.816 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 13 09:28:48.037 INFO update_trustworthiness_with, trustworthiness after this call: 0.7169480038954784, self.uid: 77
Jan 13 09:29:05.166 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 77
Jan 13 09:29:49.162 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 13 09:30:00.846 INFO update_trustworthiness_with, trustworthiness after this call: 0.616297331292844, self.uid: 77
Jan 13 09:30:18.003 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 77
Jan 13 09:31:07.207 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 13 09:31:13.879 INFO update_trustworthiness_with, trustworthiness after this call: 0.5627537024516959, self.uid: 77
Jan 13 09:31:31.025 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 77
Jan 13 09:32:18.153 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 13 09:32:27.165 INFO update_trustworthiness_with, trustworthiness after this call: 0.5339403673271779, self.uid: 77
Jan 13 09:32:44.233 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 77
Jan 13 09:33:33.701 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 13 09:33:40.109 INFO update_trustworthiness_with, trustworthiness after this call: 0.5183671102794973, self.uid: 77
Jan 13 09:33:57.230 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 77
Jan 13 09:34:43.494 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 13 09:34:53.018 INFO update_trustworthiness_with, trustworthiness after this call: 0.5099408295827714, self.uid: 77
Jan 13 09:35:10.223 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 77
Jan 13 09:36:01.173 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 13 09:36:05.850 INFO update_trustworthiness_with, trustworthiness after this call: 0.5053804376414217, self.uid: 77
