Jan 13 09:27:29.748 INFO node constructed, self.uid: 75
Jan 13 09:28:01.443 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 75
Jan 13 09:28:43.520 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 75
Jan 13 09:28:48.042 INFO update_trustworthiness_with, trustworthiness after this call: 0.7483509263771936, self.uid: 75
Jan 13 09:29:14.572 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 75
Jan 13 09:29:51.727 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 75
Jan 13 09:30:00.852 INFO update_trustworthiness_with, trustworthiness after this call: 0.6329776380326532, self.uid: 75
Jan 13 09:30:27.423 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 75
Jan 13 09:31:02.611 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 75
Jan 13 09:31:13.885 INFO update_trustworthiness_with, trustworthiness after this call: 0.5717266260744609, self.uid: 75
Jan 13 09:31:40.603 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 75
Jan 13 09:32:21.082 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 75
Jan 13 09:32:27.170 INFO update_trustworthiness_with, trustworthiness after this call: 0.5387900131952472, self.uid: 75
Jan 13 09:32:53.642 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 75
Jan 13 09:33:33.827 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 75
Jan 13 09:33:40.115 INFO update_trustworthiness_with, trustworthiness after this call: 0.5209909925507867, self.uid: 75
Jan 13 09:34:06.642 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 75
Jan 13 09:34:46.895 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 75
Jan 13 09:34:53.023 INFO update_trustworthiness_with, trustworthiness after this call: 0.5113608512772091, self.uid: 75
Jan 13 09:35:19.618 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 75
Jan 13 09:35:51.646 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 75
Jan 13 09:36:05.855 INFO update_trustworthiness_with, trustworthiness after this call: 0.5061489994273266, self.uid: 75
