Jan 13 09:27:29.750 INFO node constructed, self.uid: 25
Jan 13 09:28:28.671 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 25
Jan 13 09:28:36.171 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 25
Jan 13 09:28:48.060 INFO update_trustworthiness_with, trustworthiness after this call: 0.7044983633084275, self.uid: 25
Jan 13 09:29:41.588 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 25
Jan 13 09:29:49.547 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 25
Jan 13 09:30:00.868 INFO update_trustworthiness_with, trustworthiness after this call: 0.6099021055603558, self.uid: 25
Jan 13 09:30:54.397 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 25
Jan 13 09:31:02.099 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 25
Jan 13 09:31:13.902 INFO update_trustworthiness_with, trustworthiness after this call: 0.5594357417974558, self.uid: 25
Jan 13 09:32:07.684 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 25
Jan 13 09:32:19.178 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 25
Jan 13 09:32:27.186 INFO update_trustworthiness_with, trustworthiness after this call: 0.5321622055352809, self.uid: 25
Jan 13 09:33:20.716 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 25
Jan 13 09:33:33.571 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 25
Jan 13 09:33:40.129 INFO update_trustworthiness_with, trustworthiness after this call: 0.5174065298268925, self.uid: 25
Jan 13 09:34:33.676 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 25
Jan 13 09:34:47.663 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 25
Jan 13 09:34:53.037 INFO update_trustworthiness_with, trustworthiness after this call: 0.509421092968468, self.uid: 25
Jan 13 09:35:46.670 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 25
Jan 13 09:35:58.715 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 25
Jan 13 09:36:05.870 INFO update_trustworthiness_with, trustworthiness after this call: 0.5050991452232917, self.uid: 25
