Jan 13 09:27:29.756 INFO node constructed, self.uid: 38
Jan 13 09:27:42.758 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 38
Jan 13 09:28:35.013 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 38
Jan 13 09:28:48.029 INFO update_trustworthiness_with, trustworthiness after this call: 0.6730412172621906, self.uid: 38
Jan 13 09:28:55.952 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 38
Jan 13 09:29:46.771 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 38
Jan 13 09:30:00.839 INFO update_trustworthiness_with, trustworthiness after this call: 0.5916871943483999, self.uid: 38
Jan 13 09:30:08.772 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 38
Jan 13 09:30:59.819 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 38
Jan 13 09:31:13.872 INFO update_trustworthiness_with, trustworthiness after this call: 0.5496475372104106, self.uid: 38
Jan 13 09:31:21.732 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 38
Jan 13 09:32:18.285 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 38
Jan 13 09:32:27.158 INFO update_trustworthiness_with, trustworthiness after this call: 0.5268874825759505, self.uid: 38
Jan 13 09:32:35.030 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 38
Jan 13 09:33:26.871 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 38
Jan 13 09:33:40.103 INFO update_trustworthiness_with, trustworthiness after this call: 0.5145557585871753, self.uid: 38
Jan 13 09:33:48.040 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 38
Jan 13 09:34:39.033 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 38
Jan 13 09:34:53.011 INFO update_trustworthiness_with, trustworthiness after this call: 0.507878771485431, self.uid: 38
Jan 13 09:35:00.966 INFO get_dsij_pairs_shares, the number of public keys: 80, self.uid: 38
Jan 13 09:35:58.968 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 38
Jan 13 09:36:05.843 INFO update_trustworthiness_with, trustworthiness after this call: 0.5042644619812543, self.uid: 38
