Jan 13 12:44:11.005 INFO node constructed, self.uid: 24
Jan 13 12:44:23.173 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 24
Jan 13 12:44:24.991 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 24
Jan 13 12:44:26.786 INFO update_trustworthiness_with, trustworthiness after this call: 0.7536241712012345, self.uid: 24
Jan 13 12:44:33.708 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 24
Jan 13 12:44:34.174 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 24
Jan 13 12:44:37.083 INFO update_trustworthiness_with, trustworthiness after this call: 0.6450449418693064, self.uid: 24
Jan 13 12:44:44.036 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 24
Jan 13 12:44:44.607 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 24
Jan 13 12:44:46.984 INFO update_trustworthiness_with, trustworthiness after this call: 0.5853930916845056, self.uid: 24
Jan 13 12:44:53.814 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 24
Jan 13 12:44:54.355 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 24
Jan 13 12:44:56.455 INFO update_trustworthiness_with, trustworthiness after this call: 0.5555345465525529, self.uid: 24
Jan 13 12:45:03.402 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 24
Jan 13 12:45:03.469 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 24
Jan 13 12:45:05.506 INFO update_trustworthiness_with, trustworthiness after this call: 0.5419981646007758, self.uid: 24
Jan 13 12:45:12.439 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 24
Jan 13 12:45:13.150 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 24
Jan 13 12:45:14.156 INFO update_trustworthiness_with, trustworthiness after this call: 0.5372409106264574, self.uid: 24
