Jan 13 12:44:11.001 INFO node constructed, self.uid: 3
Jan 13 12:44:17.772 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 3
Jan 13 12:44:24.256 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 3
Jan 13 12:44:26.770 INFO update_trustworthiness_with, trustworthiness after this call: 0.7010709333084579, self.uid: 3
Jan 13 12:44:28.477 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 3
Jan 13 12:44:35.927 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 3
Jan 13 12:44:37.069 INFO update_trustworthiness_with, trustworthiness after this call: 0.6122778600776088, self.uid: 3
Jan 13 12:44:38.770 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 3
Jan 13 12:44:45.118 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 3
Jan 13 12:44:46.973 INFO update_trustworthiness_with, trustworthiness after this call: 0.5657267641525263, self.uid: 3
Jan 13 12:44:48.635 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 3
Jan 13 12:44:54.747 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 3
Jan 13 12:44:56.444 INFO update_trustworthiness_with, trustworthiness after this call: 0.5428594858506561, self.uid: 3
Jan 13 12:44:58.159 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 3
Jan 13 12:45:03.870 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 3
Jan 13 12:45:05.497 INFO update_trustworthiness_with, trustworthiness after this call: 0.532204685552433, self.uid: 3
Jan 13 12:45:07.175 INFO get_dsij_pairs_shares, the number of public keys: 40, self.uid: 3
Jan 13 12:45:12.638 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 3
Jan 13 12:45:14.148 INFO update_trustworthiness_with, trustworthiness after this call: 0.5280644135618675, self.uid: 3
