Jan 13 09:47:30.170 INFO node constructed, self.uid: 49
Jan 13 09:47:51.782 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 49
Jan 13 09:47:58.751 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 49
Jan 13 09:48:05.246 INFO update_trustworthiness_with, trustworthiness after this call: 0.7456408268703664, self.uid: 49
Jan 13 09:48:21.682 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 49
Jan 13 09:48:30.226 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 49
Jan 13 09:48:33.488 INFO update_trustworthiness_with, trustworthiness after this call: 0.6430386831955757, self.uid: 49
Jan 13 09:48:49.949 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 49
Jan 13 09:48:58.895 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 49
Jan 13 09:49:00.941 INFO update_trustworthiness_with, trustworthiness after this call: 0.5907981115647607, self.uid: 49
Jan 13 09:49:17.362 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 49
Jan 13 09:49:44.298 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 49
Jan 13 09:50:10.059 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 49
