Jan 13 09:47:30.169 INFO node constructed, self.uid: 22
Jan 13 09:47:52.499 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 22
Jan 13 09:48:00.157 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 22
Jan 13 09:48:05.247 INFO update_trustworthiness_with, trustworthiness after this call: 0.738268985768076, self.uid: 22
Jan 13 09:48:22.400 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 22
Jan 13 09:48:27.464 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 22
Jan 13 09:48:33.489 INFO update_trustworthiness_with, trustworthiness after this call: 0.6394485665770546, self.uid: 22
Jan 13 09:48:50.667 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 22
Jan 13 09:48:59.097 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 22
Jan 13 09:49:00.941 INFO update_trustworthiness_with, trustworthiness after this call: 0.5893665492768961, self.uid: 22
Jan 13 09:49:18.057 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 22
Jan 13 09:49:45.001 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 22
Jan 13 09:50:10.768 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 22
