Jan 13 09:47:30.174 INFO node constructed, self.uid: 38
Jan 13 09:47:51.314 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 38
Jan 13 09:48:00.845 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 38
Jan 13 09:48:05.245 INFO update_trustworthiness_with, trustworthiness after this call: 0.6755982783160633, self.uid: 38
Jan 13 09:48:21.222 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 38
Jan 13 09:48:31.623 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 38
Jan 13 09:48:33.487 INFO update_trustworthiness_with, trustworthiness after this call: 0.5997584569692034, self.uid: 38
Jan 13 09:48:49.477 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 38
Jan 13 09:48:58.707 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 38
Jan 13 09:49:00.940 INFO update_trustworthiness_with, trustworthiness after this call: 0.5622017780403431, self.uid: 38
Jan 13 09:49:16.919 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 38
Jan 13 09:49:26.102 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 38
Jan 13 09:49:27.753 INFO update_trustworthiness_with, trustworthiness after this call: 0.5454334670927946, self.uid: 38
Jan 13 09:49:43.835 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 38
Jan 13 09:49:51.883 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 38
Jan 13 09:49:53.573 INFO update_trustworthiness_with, trustworthiness after this call: 0.5387512402354789, self.uid: 38
Jan 13 09:50:09.597 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 38
Jan 13 09:50:17.944 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 38
