Jan 13 02:25:41.571 INFO node constructed, self.uid: 6
Jan 13 02:27:25.989 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 6
Jan 13 02:27:43.088 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 6
Jan 13 02:27:59.640 INFO update_trustworthiness_with, trustworthiness after this call: 0.7415456878964187, self.uid: 6
Jan 13 02:29:38.434 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 6
Jan 13 02:29:51.139 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 6
Jan 13 02:30:07.816 INFO update_trustworthiness_with, trustworthiness after this call: 0.6332448503200948, self.uid: 6
Jan 13 02:31:46.669 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 6
Jan 13 02:32:02.237 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 6
Jan 13 02:32:12.435 INFO update_trustworthiness_with, trustworthiness after this call: 0.5793032480192506, self.uid: 6
Jan 13 02:33:51.329 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 6
Jan 13 02:35:51.616 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 6
