Jan 13 02:25:41.570 INFO node constructed, self.uid: 53
Jan 13 02:27:23.508 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 53
Jan 13 02:27:46.115 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 53
Jan 13 02:27:59.639 INFO update_trustworthiness_with, trustworthiness after this call: 0.7510571090516455, self.uid: 53
Jan 13 02:29:35.985 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 53
Jan 13 02:29:55.495 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 53
Jan 13 02:30:07.815 INFO update_trustworthiness_with, trustworthiness after this call: 0.6335226611738067, self.uid: 53
Jan 13 02:31:44.197 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 53
Jan 13 02:32:05.411 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 53
Jan 13 02:32:12.434 INFO update_trustworthiness_with, trustworthiness after this call: 0.5777934894461734, self.uid: 53
Jan 13 02:33:48.862 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 53
Jan 13 02:35:49.146 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 53
