Jan 13 02:25:41.589 INFO node constructed, self.uid: 77
Jan 13 02:26:56.233 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 77
Jan 13 02:27:39.378 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 13 02:27:59.628 INFO update_trustworthiness_with, trustworthiness after this call: 0.682455741627869, self.uid: 77
Jan 13 02:29:08.896 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 77
Jan 13 02:29:55.926 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 13 02:30:07.806 INFO update_trustworthiness_with, trustworthiness after this call: 0.5966151501527772, self.uid: 77
Jan 13 02:31:17.086 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 77
Jan 13 02:32:02.832 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 100, self.uid: 77
Jan 13 02:32:12.427 INFO update_trustworthiness_with, trustworthiness after this call: 0.5573478274371823, self.uid: 77
Jan 13 02:33:21.754 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 77
Jan 13 02:35:21.984 INFO get_dsij_pairs_shares, the number of public keys: 99, self.uid: 77
