Jan 13 09:38:01.209 INFO node constructed, self.uid: 53
Jan 13 09:38:21.452 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 53
Jan 13 09:38:29.619 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 53
Jan 13 09:38:36.321 INFO update_trustworthiness_with, trustworthiness after this call: 0.6443859184984797, self.uid: 53
Jan 13 09:38:51.273 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 53
Jan 13 09:38:59.779 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 53
Jan 13 09:39:06.085 INFO update_trustworthiness_with, trustworthiness after this call: 0.5729054480358634, self.uid: 53
Jan 13 09:39:21.185 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 53
Jan 13 09:39:32.687 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 53
Jan 13 09:39:35.957 INFO update_trustworthiness_with, trustworthiness after this call: 0.5384613664795274, self.uid: 53
Jan 13 09:39:50.970 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 53
Jan 13 09:40:01.417 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 53
Jan 13 09:40:05.701 INFO update_trustworthiness_with, trustworthiness after this call: 0.520462942409173, self.uid: 53
Jan 13 09:40:20.733 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 53
Jan 13 09:40:31.919 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 53
Jan 13 09:40:35.616 INFO update_trustworthiness_with, trustworthiness after this call: 0.5109082000792114, self.uid: 53
Jan 13 09:40:50.596 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 53
Jan 13 09:40:59.038 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 53
Jan 13 09:41:05.397 INFO update_trustworthiness_with, trustworthiness after this call: 0.5058174629073255, self.uid: 53
Jan 13 09:41:20.438 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 53
Jan 13 09:41:32.096 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 53
Jan 13 09:41:35.281 INFO update_trustworthiness_with, trustworthiness after this call: 0.5031028389175541, self.uid: 53
