Jan 13 09:38:01.209 INFO node constructed, self.uid: 25
Jan 13 09:38:13.696 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 25
Jan 13 09:38:34.014 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 25
Jan 13 09:38:36.310 INFO update_trustworthiness_with, trustworthiness after this call: 0.7080757036293619, self.uid: 25
Jan 13 09:38:43.734 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 25
Jan 13 09:39:01.494 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 25
Jan 13 09:39:06.076 INFO update_trustworthiness_with, trustworthiness after this call: 0.6116633950329147, self.uid: 25
Jan 13 09:39:13.517 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 25
Jan 13 09:39:32.412 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 25
Jan 13 09:39:35.948 INFO update_trustworthiness_with, trustworthiness after this call: 0.559738192518585, self.uid: 25
Jan 13 09:39:43.385 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 25
Jan 13 09:40:02.548 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 25
Jan 13 09:40:05.692 INFO update_trustworthiness_with, trustworthiness after this call: 0.5318891994725624, self.uid: 25
Jan 13 09:40:13.139 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 25
Jan 13 09:40:30.874 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 25
Jan 13 09:40:35.608 INFO update_trustworthiness_with, trustworthiness after this call: 0.5170125330776375, self.uid: 25
Jan 13 09:40:43.005 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 25
Jan 13 09:40:58.653 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 25
Jan 13 09:41:05.388 INFO update_trustworthiness_with, trustworthiness after this call: 0.5090746262004998, self.uid: 25
Jan 13 09:41:12.805 INFO get_dsij_pairs_shares, the number of public keys: 60, self.uid: 25
Jan 13 09:41:28.257 INFO get_dsij_sum_pairs, the number of summation pairs (equals to eids) in this call: 98, self.uid: 25
Jan 13 09:41:35.271 INFO update_trustworthiness_with, trustworthiness after this call: 0.5048403031799827, self.uid: 25
